,id,scrape_id,last_scraped,source,name,host_id,host_since,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,year
10,1580805.0,20240629155744.0,2024-06-29,city scrape,Family home - west Oslo,8408057.0,2013-08-26,0.0,regularhost,1.0,5.0,"['email', 'phone']",Ullern,59.93037,10.68359,Entire home/apt,5.0,3.0,2000.0,14.0,30.0,21.0,32.0,33.0,47.0,6.0,1.0,0.0,f,1.0,1.0,0.0,0.0,2013
11,1703190.0,20240629155744.0,2024-06-30,city scrape,"Modern,central in the heart of Oslo",8991467.0,2013-09-22,0.0,regularhost,1.0,1.0,"['email', 'phone']",Grünerløkka,59.92687,10.75489,Entire home/apt,2.0,1.0,1050.0,1.0,1125.0,0.0,0.0,0.0,180.0,1.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2013
12,1758270.0,20240629155744.0,2024-06-29,city scrape,Sentral leilighet i 4.etg.,9244892.0,2013-10-05,73.4,regularhost,1.0,1.0,"['email', 'phone']",Gamle Oslo,59.90615401891308,10.782473162132945,Entire home/apt,2.0,1.0,1000.0,2.0,14.0,30.0,60.0,90.0,365.0,0.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2013
13,1804364.0,20240629155744.0,2024-06-29,city scrape,Central flat on Grünerløkka,9201252.0,2013-10-03,80.0,regularhost,1.0,1.0,"['email', 'phone']",Grünerløkka,59.92597,10.75071,Entire home/apt,3.0,2.0,1334.0,3.0,30.0,11.0,14.0,14.0,18.0,34.0,7.0,1.0,f,1.0,1.0,0.0,0.0,2013
14,1808457.0,20240629155744.0,2024-06-29,city scrape,Cozy family friendly 4 rooms in quiet area in Oslo,7012964.0,2013-06-20,91.0,superhost,1.0,1.0,"['email', 'phone']",Gamle Oslo,59.90789,10.78413,Entire home/apt,8.0,3.0,2500.0,3.0,10.0,13.0,18.0,48.0,323.0,62.0,11.0,1.0,f,1.0,1.0,0.0,0.0,2013
15,1915723.0,20240629155744.0,2024-06-30,previous scrape,"Comfortable, spacious and homely apartment!",9935417.0,2013-11-11,100.0,regularhost,1.0,1.0,"['email', 'phone']",Gamle Oslo,59.91113,10.77541,Entire home/apt,2.0,1.0,1644.4,2.0,30.0,0.0,0.0,0.0,0.0,61.0,6.0,0.0,f,1.0,1.0,0.0,0.0,2013
16,1995063.0,20240629155744.0,2024-06-30,city scrape,Townhouse-følelse midt i Oslo!,10283168.0,2013-11-26,47.0,regularhost,1.0,1.0,"['email', 'phone']",St. Hanshaugen,59.92436,10.74756,Entire home/apt,4.0,2.0,1400.0,2.0,365.0,4.0,6.0,32.0,305.0,5.0,5.0,0.0,f,1.0,1.0,0.0,0.0,2013
17,2030220.0,20240629155744.0,2024-06-30,city scrape,Charming Torshov apartment,10425631.0,2013-12-04,34.0,regularhost,1.0,1.0,"['email', 'phone']",Grünerløkka,59.93103,10.7655,Entire home/apt,2.0,1.0,929.0,1.0,1125.0,20.0,30.0,49.0,229.0,7.0,7.0,0.0,f,1.0,1.0,0.0,0.0,2013
18,2162244.0,20240629155744.0,2024-06-30,city scrape,"CENTRAL, SPACIOUS, NEWLY RENOVATED, 2 BR APT",6890199.0,2013-06-13,91.2,regularhost,1.0,4.0,"['email', 'phone']",St. Hanshaugen,59.92577189999999,10.7382014,Entire home/apt,4.0,2.0,2821.0,7.0,30.0,23.0,53.0,83.0,83.0,2.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2013
19,2209220.0,20240629155744.0,2024-06-30,city scrape,Big loft w/terrace near Grünerløkka,11239521.0,2014-01-12,50.0,regularhost,1.0,1.0,"['email', 'phone']",Grünerløkka,59.92348,10.7759,Entire home/apt,4.0,2.0,1550.0,4.0,6.0,0.0,0.0,27.0,117.0,22.0,1.0,0.0,f,1.0,1.0,0.0,0.0,2014
20,2290554.0,20240629155744.0,2024-06-30,city scrape,"Nice and spacious apartment, 65 sqm",11701071.0,2014-01-27,59.8,regularhost,1.0,2.0,"['email', 'phone']",Gamle Oslo,59.91124,10.77705,Entire home/apt,2.0,1.0,1200.0,2.0,1125.0,24.0,30.0,30.0,226.0,15.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
21,2378906.0,20240629155744.0,2024-06-29,city scrape,Great location near beach and city,12152408.0,2014-02-11,0.0,regularhost,1.0,1.0,"['email', 'phone']",Frogner,59.90463,10.69011,Entire home/apt,4.0,3.0,2195.0,4.0,1125.0,0.0,0.0,11.0,286.0,22.0,3.0,0.0,f,1.0,1.0,0.0,0.0,2014
22,2430084.0,20240629155744.0,2024-06-29,city scrape,Suberb flat for exploring Oslo!,12420103.0,2014-02-20,49.8,regularhost,1.0,1.0,['phone'],Ullern,59.92711,10.64318,Entire home/apt,6.0,3.0,2900.0,5.0,21.0,15.0,15.0,41.0,316.0,4.0,2.0,0.0,f,1.0,1.0,0.0,0.0,2014
23,2664520.0,20240629155744.0,2024-06-29,city scrape,Leilighet sentralt i Oslo,7780913.0,2013-07-28,89.0,superhost,1.0,1.0,"['email', 'phone']",Gamle Oslo,59.9127274,10.7776449,Entire home/apt,3.0,1.0,1500.0,2.0,365.0,11.0,11.0,11.0,11.0,10.0,7.0,1.0,f,1.0,1.0,0.0,0.0,2013
24,2693360.0,20240629155744.0,2024-06-30,city scrape,Cozy apartment on the very best Frogner.,13784197.0,2014-04-01,50.0,regularhost,1.0,1.0,"['email', 'phone']",Frogner,59.9199,10.70987,Entire home/apt,6.0,4.0,2200.0,5.0,30.0,0.0,0.0,0.0,150.0,12.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
25,2720685.0,20240629155744.0,2024-06-30,previous scrape,Large townhouse in Oslo,13894845.0,2014-04-04,100.0,regularhost,1.0,2.0,"['email', 'phone', 'work_email']",Grünerløkka,59.91902,10.7857,Entire home/apt,8.0,4.0,1890.0,4.0,14.0,3.0,6.0,6.0,6.0,33.0,1.0,1.0,f,1.0,1.0,0.0,0.0,2014
26,2789814.0,20240629155744.0,2024-06-29,city scrape,Spacious and charming house in central  Oslo,9927517.0,2013-11-10,89.0,regularhost,1.0,1.0,"['email', 'phone']",Nordre Aker,59.94592,10.78458,Entire home/apt,10.0,5.0,2500.0,3.0,1125.0,8.0,10.0,10.0,13.0,23.0,2.0,0.0,f,1.0,1.0,0.0,0.0,2013
27,2805241.0,20240629155744.0,2024-06-29,city scrape,Klassisk Oslo-leilighet,14029653.0,2014-04-08,68.0,regularhost,1.0,1.0,"['email', 'phone']",Gamle Oslo,59.9105769,10.7762325,Entire home/apt,2.0,1.0,1399.0,2.0,31.0,19.0,38.0,55.0,112.0,8.0,8.0,5.0,f,1.0,1.0,0.0,0.0,2014
28,2880188.0,20240629155744.0,2024-06-29,city scrape,Hyggelig 3-roms leilighet med nydelig utsikt,14719788.0,2014-04-25,80.0,regularhost,1.0,1.0,"['email', 'phone']",Grünerløkka,59.92984,10.77942,Entire home/apt,4.0,2.0,1400.0,3.0,10.0,1.0,2.0,2.0,181.0,6.0,3.0,1.0,f,1.0,1.0,0.0,0.0,2014
29,2890878.0,20240629155744.0,2024-06-29,city scrape,"Charming, central, and big garden",10276974.0,2013-11-26,100.0,regularhost,2.0,3.0,"['email', 'phone', 'work_email']",Grünerløkka,59.92183,10.78943,Entire home/apt,8.0,4.0,3029.0,4.0,1125.0,1.0,3.0,3.0,30.0,20.0,1.0,0.0,f,1.0,1.0,0.0,0.0,2013
30,2903955.0,20240629155744.0,2024-06-30,city scrape,Cozy apartment at Grunerløkka,6408516.0,2013-05-15,88.0,superhost,1.0,1.0,"['email', 'phone']",Grünerløkka,59.922410992042174,10.774484230841194,Entire home/apt,2.0,1.0,1336.0,5.0,30.0,1.0,1.0,1.0,15.0,11.0,11.0,1.0,f,1.0,1.0,0.0,0.0,2013
31,2916490.0,20240629155744.0,2024-06-30,city scrape,"Big, airy loft in central east Oslo",14871780.0,2014-04-29,83.2,regularhost,1.0,1.0,"['email', 'phone']",Gamle Oslo,59.913822174072266,10.769757270812988,Entire home/apt,10.0,5.0,2900.0,6.0,1125.0,0.0,0.0,28.0,303.0,12.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
32,2949874.0,20240629155744.0,2024-06-30,city scrape,Lys leilighet på Günerløkka,15058601.0,2014-05-03,66.0,regularhost,1.0,1.0,"['email', 'phone']",Grünerløkka,59.92845149999999,10.7678122,Entire home/apt,2.0,1.0,1300.0,3.0,10.0,0.0,28.0,58.0,333.0,1.0,1.0,0.0,f,1.0,1.0,0.0,0.0,2014
33,3067930.0,20240629155744.0,2024-06-30,previous scrape,Unique apartment to yourself!,14582072.0,2014-04-22,86.0,superhost,1.0,1.0,"['email', 'phone']",St. Hanshaugen,59.92587,10.73501,Entire home/apt,2.0,1.0,1444.8,7.0,100.0,0.0,0.0,0.0,0.0,40.0,4.0,0.0,f,1.0,1.0,0.0,0.0,2014
34,3078404.0,20240629155744.0,2024-06-29,city scrape,Summer Oslo by the Torshov park!,15666457.0,2014-05-18,59.0,regularhost,1.0,1.0,"['email', 'phone']",Sagene,59.93532,10.76912,Entire home/apt,4.0,2.0,1500.0,7.0,20.0,12.0,16.0,16.0,133.0,7.0,1.0,0.0,f,1.0,1.0,0.0,0.0,2014
35,3156794.0,20240629155744.0,2024-06-29,city scrape,Family-friendly house,4282819.0,2012-11-29,56.4,regularhost,1.0,1.0,"['email', 'phone']",Vestre Aker,59.9543,10.65802,Entire home/apt,7.0,4.0,2400.0,4.0,28.0,27.0,57.0,87.0,362.0,0.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2012
36,3278245.0,20240629155744.0,2024-06-30,city scrape,Leilighet på Grünerløkka rett ved Sofienbergparken,16571577.0,2014-06-09,86.0,superhost,1.0,1.0,"['email', 'phone', 'work_email']",Grünerløkka,59.9214,10.76619,Entire home/apt,5.0,2.0,2143.0,2.0,1125.0,25.0,48.0,78.0,348.0,16.0,5.0,0.0,f,1.0,1.0,0.0,0.0,2014
37,3288873.0,20240629155744.0,2024-06-30,city scrape,Norwegian wood,3541578.0,2012-09-11,0.0,regularhost,1.0,1.0,"['email', 'phone']",Frogner,59.92666,10.72292,Entire home/apt,2.0,1.0,900.0,6.0,40.0,0.0,0.0,27.0,27.0,34.0,1.0,0.0,f,1.0,1.0,0.0,0.0,2012
38,3318545.0,20240629155744.0,2024-06-29,city scrape,Sjarmerende 4-roms i pittoresk gate,16754596.0,2014-06-13,43.0,regularhost,2.0,3.0,"['email', 'phone']",Gamle Oslo,59.90757369995117,10.78659725189209,Entire home/apt,5.0,3.0,2000.0,4.0,30.0,10.0,20.0,20.0,216.0,7.0,2.0,0.0,f,1.0,1.0,0.0,0.0,2014
39,3371341.0,20240629155744.0,2024-06-29,city scrape,Spacious & Lovely Family Apartment w/FREE Parking,351777770.0,2020-06-25,63.4,regularhost,1.0,1.0,"['email', 'phone']",Sagene,59.93976,10.77573,Entire home/apt,6.0,3.0,1500.0,3.0,1125.0,28.0,41.0,41.0,41.0,20.0,1.0,0.0,f,1.0,1.0,0.0,0.0,2020
40,3392847.0,20240629155744.0,2024-06-29,city scrape,"Quiet, Modern and Spacious Villa.  4 bedrooms.",17116757.0,2014-06-22,50.0,regularhost,1.0,1.0,"['email', 'phone']",Nordstrand,59.88214,10.8044,Entire home/apt,5.0,4.0,2700.0,3.0,1125.0,21.0,47.0,77.0,167.0,16.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
41,3412753.0,20240629155744.0,2024-06-29,city scrape,Central house in Oslo with garden in unique street,14982625.0,2014-05-01,0.0,regularhost,1.0,2.0,"['email', 'phone']",Nordre Aker,59.95057,10.74557,Entire home/apt,6.0,4.0,1950.0,4.0,7.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
42,3429855.0,20240629155744.0,2024-06-30,city scrape,Design apartment at St Hanshaugen,7376468.0,2013-07-09,0.0,regularhost,1.0,1.0,"['email', 'phone']",St. Hanshaugen,59.92632,10.73628,Entire home/apt,3.0,2.0,3000.0,5.0,1125.0,28.0,58.0,88.0,363.0,40.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2013
43,3509575.0,20240629155744.0,2024-06-29,city scrape,Great view apt. Holmenkollen/Oslo,17670528.0,2014-07-05,0.0,regularhost,1.0,1.0,"['email', 'phone']",Vestre Aker,59.95629,10.67228,Entire home/apt,4.0,2.0,1715.0,1.0,1125.0,0.0,2.0,32.0,32.0,0.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
44,3535834.0,20240629155744.0,2024-06-30,city scrape,Classy and central apartment,9845917.0,2013-11-06,46.0,superhost,1.0,1.0,"['email', 'phone', 'work_email']",Grünerløkka,59.91817,10.76313,Entire home/apt,2.0,1.0,670.0,3.0,5.0,0.0,1.0,4.0,32.0,57.0,8.0,0.0,f,1.0,1.0,0.0,0.0,2013
45,3620260.0,20240629155744.0,2024-06-29,city scrape,Spacious 4/5 bdr apt in charming area,18239608.0,2014-07-17,64.8,regularhost,1.0,1.0,['phone'],Gamle Oslo,59.90744,10.79197,Entire home/apt,6.0,2.0,2200.0,1.0,15.0,0.0,14.0,14.0,193.0,0.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
46,3626079.0,20240629155744.0,2024-06-30,previous scrape,Koselig i Holtet hageby,18262614.0,2014-07-17,64.8,regularhost,1.0,1.0,"['email', 'phone']",Nordstrand,59.88891279999999,10.7790349,Entire home/apt,5.0,3.0,1145.8,5.0,365.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
47,3857300.0,20240629155744.0,2024-06-29,city scrape,"Spacious studio-apartment, central Oslo, 1-5ppl.",5069557.0,2013-02-13,51.4,regularhost,1.0,1.0,"['email', 'phone']",Sagene,59.93978,10.77284,Entire home/apt,3.0,1.0,1400.0,5.0,30.0,28.0,58.0,88.0,363.0,8.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2013
48,3923311.0,20240629155744.0,2024-06-30,city scrape,Bright loft at Grünerløkka,20102759.0,2014-08-16,46.0,regularhost,1.0,3.0,"['email', 'phone']",Grünerløkka,59.92859,10.76301,Entire home/apt,2.0,1.0,800.0,5.0,1125.0,0.0,19.0,22.0,22.0,5.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
49,3948423.0,20240629155744.0,2024-06-30,city scrape,Central with balcony & roof terrace,20366081.0,2014-08-21,83.0,regularhost,1.0,2.0,"['email', 'phone', 'work_email']",Grünerløkka,59.92788,10.76087,Entire home/apt,2.0,1.0,1200.0,2.0,14.0,6.0,9.0,15.0,95.0,31.0,14.0,2.0,f,1.0,1.0,0.0,0.0,2014
50,3965228.0,20240629155744.0,2024-06-29,city scrape,Renovated Appartment sentral at Aker Brygge,3236391.0,2012-08-12,92.0,superhost,2.0,2.0,['phone'],Frogner,59.90684127807617,10.724080085754396,Entire home/apt,2.0,1.0,4200.0,3.0,1125.0,7.0,23.0,50.0,291.0,28.0,11.0,2.0,f,1.0,1.0,0.0,0.0,2012
51,3986900.0,20240629155744.0,2024-06-30,city scrape,Appartment in heart of Oslo,20665445.0,2014-08-28,0.0,regularhost,1.0,2.0,"['email', 'phone']",Grünerløkka,59.92204,10.76107,Entire home/apt,2.0,1.0,2643.0,1.0,730.0,14.0,31.0,61.0,336.0,2.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
52,4026611.0,20240629155744.0,2024-06-29,city scrape,Charming apt in classy Frogner-area,20877182.0,2014-09-03,56.6,regularhost,1.0,2.0,"['email', 'phone']",Frogner,59.91864,10.71593,Entire home/apt,2.0,1.0,1357.0,5.0,1125.0,23.0,37.0,37.0,37.0,31.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
53,4083012.0,20240629155744.0,2024-06-29,city scrape,Utsiktsleilighet på Nordstrand,20055925.0,2014-08-15,71.2,regularhost,1.0,4.0,"['email', 'phone']",Nordstrand,59.866702241035554,10.788705982267857,Entire home/apt,2.0,1.0,2500.0,3.0,365.0,29.0,59.0,89.0,269.0,0.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
54,4167306.0,20240629155744.0,2024-06-30,city scrape,Majorstuen rom for rent at 96.ft²,21628067.0,2014-09-22,0.0,regularhost,1.0,1.0,"['email', 'phone']",St. Hanshaugen,59.92323630000001,10.7433728,Entire home/apt,4.0,1.0,2321.0,7.0,160.0,23.0,53.0,83.0,358.0,0.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
55,4170281.0,20240629155744.0,2024-06-29,city scrape,Penthouse apartment near Solli Plass,21640542.0,2014-09-22,68.8,regularhost,1.0,1.0,"['email', 'phone']",Frogner,59.91426,10.71433,Entire home/apt,2.0,1.0,1200.0,1.0,365.0,27.0,57.0,87.0,123.0,0.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
56,4212516.0,20240629155744.0,2024-06-30,previous scrape,"Stylish loft with private patio, Grünerløkka Oslo",21861682.0,2014-09-28,68.8,regularhost,1.0,1.0,"['email', 'phone']",Grünerløkka,59.91941255090739,10.763617127320533,Entire home/apt,2.0,1.0,1696.4,2.0,10.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
57,4269455.0,20240629155744.0,2024-06-29,city scrape,"Sagene, rolig gate, balkong og flott bakgård",22164596.0,2014-10-05,66.0,regularhost,1.0,1.0,['phone'],Sagene,59.93433,10.75515,Entire home/apt,4.0,3.0,1900.0,2.0,1125.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
58,4322953.0,20240629155744.0,2024-06-30,previous scrape,"Three floors ""Town House""",96481.0,2010-03-20,100.0,superhost,1.0,1.0,"['email', 'phone']",Gamle Oslo,59.91624,10.76519,Entire home/apt,2.0,1.0,1423.6,2.0,30.0,0.0,0.0,0.0,0.0,65.0,11.0,2.0,f,1.0,1.0,0.0,0.0,2010
59,4434485.0,20240629155744.0,2024-06-30,city scrape,Quiet in the heart of Oslo,22956306.0,2014-10-25,100.0,regularhost,2.0,3.0,['phone'],St. Hanshaugen,59.92624,10.74792,Entire home/apt,7.0,3.0,4000.0,3.0,35.0,0.0,0.0,1.0,45.0,8.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
60,4506108.0,20240629155744.0,2024-06-29,city scrape,Hyggelig leilighet v Frognerparken,23367724.0,2014-11-05,50.0,regularhost,1.0,1.0,"['email', 'phone', 'work_email']",Ullern,59.92538,10.69229,Entire home/apt,4.0,2.0,1399.0,6.0,150.0,0.0,0.0,0.0,23.0,26.0,3.0,0.0,f,1.0,1.0,0.0,0.0,2014
61,4507475.0,20240629155744.0,2024-06-29,city scrape,Stilig leilighet midt i Oslo,23373552.0,2014-11-05,70.0,regularhost,1.0,1.0,"['email', 'phone']",Frogner,59.918218429393015,10.721892969311506,Entire home/apt,2.0,1.0,1220.0,3.0,365.0,29.0,59.0,89.0,364.0,5.0,5.0,1.0,f,1.0,1.0,0.0,0.0,2014
62,4536800.0,20240629155744.0,2024-06-30,city scrape,Central retro-style flat,1179765.0,2011-09-19,0.0,regularhost,1.0,1.0,"['email', 'phone']",Gamle Oslo,59.91258440000001,10.7681882,Entire home/apt,2.0,1.0,1200.0,5.0,28.0,25.0,33.0,61.0,61.0,0.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2011
63,4569091.0,20240629155744.0,2024-06-30,previous scrape,Available october/ Christmas / New year,15728084.0,2014-05-19,0.0,regularhost,1.0,2.0,"['email', 'phone']",Alna,59.93434,10.8917,Entire home/apt,9.0,4.0,1279.4,7.0,1125.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
64,4769685.0,20240629155744.0,2024-06-29,city scrape,Fredelig og idyllisk på Bogstad,15749792.0,2014-05-20,50.0,regularhost,1.0,1.0,"['email', 'phone']",Vestre Aker,59.95982044255988,10.6340827354344,Entire home/apt,2.0,1.0,1040.0,1.0,365.0,29.0,59.0,89.0,269.0,0.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
65,4999119.0,20240629155744.0,2024-06-29,city scrape,Hyggelig leilighet nær skog og mark til ferieleie,16206537.0,2014-05-31,75.0,regularhost,1.0,2.0,"['email', 'phone']",Søndre Nordstrand,59.82747,10.81221,Entire home/apt,7.0,5.0,1457.0,5.0,14.0,27.0,36.0,66.0,66.0,3.0,1.0,0.0,f,1.0,1.0,0.0,0.0,2014
66,5024485.0,20240629155744.0,2024-06-29,city scrape,Koselig ettroms i hyggelig område,25929251.0,2015-01-11,60.0,regularhost,1.0,2.0,['phone'],Vestre Aker,59.9507,10.66094,Entire home/apt,2.0,0.0,650.0,2.0,21.0,0.0,0.0,26.0,116.0,0.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2015
67,5028708.0,20240629155744.0,2024-06-29,city scrape,Charming Sagene near city/woods,15410825.0,2014-05-12,44.6,regularhost,1.0,1.0,"['email', 'phone']",Sagene,59.9391,10.75792,Entire home/apt,4.0,2.0,1000.0,5.0,1125.0,0.0,9.0,39.0,314.0,25.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
68,5163188.0,20240629155744.0,2024-06-30,previous scrape,"Central, familyfriendly, 3 bedrooms & 2 balconies",26704811.0,2015-01-25,67.0,regularhost,2.0,3.0,"['email', 'phone', 'work_email']",St. Hanshaugen,59.92699,10.73385,Entire home/apt,6.0,3.0,1624.6,3.0,30.0,3.0,5.0,5.0,5.0,25.0,1.0,0.0,f,1.0,1.0,0.0,0.0,2015
69,5240023.0,20240629155744.0,2024-06-29,city scrape,Modern home by the sea,27118609.0,2015-02-02,0.0,regularhost,2.0,2.0,"['email', 'phone']",Nordstrand,59.87647,10.75992,Entire home/apt,4.0,2.0,2743.0,1.0,1125.0,23.0,27.0,27.0,216.0,7.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2015
70,5245768.0,20240629155744.0,2024-06-29,city scrape,Rekkehus sentralt i Oslo,26914565.0,2015-01-29,100.0,regularhost,2.0,2.0,"['email', 'phone']",Gamle Oslo,59.91636,10.79993,Entire home/apt,5.0,3.0,2600.0,3.0,14.0,19.0,19.0,19.0,19.0,0.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2015
71,5265935.0,20240629155744.0,2024-06-30,previous scrape,New & cozy apartment central in Oslo,22729777.0,2014-10-19,68.2,regularhost,1.0,1.0,"['email', 'phone']",Gamle Oslo,59.90978,10.78027,Entire home/apt,2.0,1.0,1653.8,3.0,28.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
72,5366696.0,20240629155744.0,2024-06-30,city scrape,Corner park view - Grünerløkka - whole apartment!,7107208.0,2013-06-25,100.0,superhost,1.0,2.0,"['email', 'phone']",Grünerløkka,59.92799,10.76326,Entire home/apt,4.0,2.0,1561.0,3.0,14.0,17.0,29.0,31.0,31.0,47.0,10.0,0.0,t,1.0,1.0,0.0,0.0,2013
73,5558812.0,20240629155744.0,2024-06-29,city scrape,Central and charming apartment,23529589.0,2014-11-09,40.0,regularhost,1.0,1.0,"['email', 'phone']",St. Hanshaugen,59.92692,10.73264,Entire home/apt,2.0,1.0,1000.0,3.0,1125.0,21.0,44.0,74.0,349.0,31.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2014
