id,scrape_id,last_scraped,source,name,host_id,host_since,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,year
1340004.0,20240629155744.0,2024-06-30,city scrape,"Bright&Comfy, 60sqm, 1BR, private garden",7267318.0,2013-07-03,50.0,f,1.0,1.0,"['email', 'phone', 'work_email']",Grünerløkka,59.9255,10.77064,Entire home/apt,2.0,1.0,812.0,15.0,30.0,28.0,58.0,88.0,88.0,10.0,2.0,0.0,f,1.0,1.0,0.0,0.0,2013
1342358.0,20240629155744.0,2024-06-30,previous scrape,Elegant loft in prime location,7280460.0,2013-07-04,77.0,f,1.0,6.0,"['email', 'phone']",Grünerløkka,59.92860412597656,10.761544227600098,Entire home/apt,2.0,1.0,1210.6,5.0,60.0,0.0,0.0,0.0,0.0,230.0,15.0,0.0,f,1.0,1.0,0.0,0.0,2013
1372955.0,20240629155744.0,2024-06-30,city scrape,Charming apartment at Løkka,43067.0,2009-10-03,46.0,f,1.0,2.0,"['email', 'phone']",Grünerløkka,59.92163,10.76207,Entire home/apt,2.0,1.0,1100.0,7.0,120.0,22.0,52.0,82.0,123.0,11.0,3.0,1.0,f,1.0,1.0,0.0,0.0,2009
1393357.0,20240629155744.0,2024-06-29,city scrape,Briskeby Bliss,7490536.0,2013-07-15,52.0,f,1.0,1.0,"['email', 'phone']",Frogner,59.92281960382731,10.712517104893497,Entire home/apt,2.0,1.0,2241.0,2.0,30.0,19.0,49.0,79.0,80.0,0.0,0.0,0.0,t,1.0,1.0,0.0,0.0,2013
1437865.0,20240629155744.0,2024-06-29,city scrape,"En vakker, sentral beliggende perle",4370667.0,2012-12-10,90.0,t,1.0,2.0,"['email', 'phone']",Nordstrand,59.88159869301439,10.777610125010575,Entire home/apt,4.0,1.0,1486.0,3.0,30.0,7.0,28.0,44.0,296.0,79.0,8.0,1.0,f,1.0,1.0,0.0,0.0,2012
1449574.0,20240629155744.0,2024-06-29,city scrape,Sjarm på Kampen: nyoppusset (2023) med balkong!,7779409.0,2013-07-28,33.0,f,1.0,1.0,"['email', 'phone']",Gamle Oslo,59.9133921,10.7823549,Entire home/apt,2.0,1.0,1750.0,3.0,230.0,0.0,0.0,2.0,104.0,5.0,1.0,0.0,f,1.0,1.0,0.0,0.0,2013
1459050.0,20240629155744.0,2024-06-29,city scrape,Modern design Bislet flat w balcony,584177.0,2011-05-13,61.0,f,1.0,1.0,"['email', 'phone']",St. Hanshaugen,59.92968,10.73441,Entire home/apt,2.0,1.0,907.0,2.0,1125.0,4.0,9.0,31.0,306.0,52.0,8.0,1.0,f,1.0,1.0,0.0,0.0,2011
1525951.0,20240629155744.0,2024-06-29,city scrape,Majorstuen- 100 meter unna Bogstadveien,8141989.0,2013-08-13,90.0,f,2.0,6.0,"['email', 'phone']",Frogner,59.93033,10.72011,Entire home/apt,3.0,0.0,629.0,1.0,1125.0,10.0,19.0,41.0,45.0,256.0,34.0,3.0,f,1.0,1.0,0.0,0.0,2013
1551803.0,20240629155744.0,2024-06-29,city scrape,"Central, newly renovated & spaceous apartment",8264768.0,2013-08-19,69.0,f,1.0,1.0,"['email', 'phone']",Ullern,59.92596,10.68237,Entire home/apt,2.0,1.0,1327.0,2.0,1125.0,12.0,17.0,19.0,19.0,51.0,3.0,1.0,f,1.0,1.0,0.0,0.0,2013
1563250.0,20240629155744.0,2024-06-29,city scrape,Singleroom with bathroom/WC next door in Oslovilla,8317315.0,2013-08-22,100.0,f,1.0,2.0,"['email', 'phone']",Nordstrand,59.87792,10.79193,Private room,1.0,1.0,600.0,2.0,1125.0,0.0,0.0,0.0,184.0,3.0,0.0,0.0,f,1.0,0.0,1.0,0.0,2013
1563639.0,20240629155744.0,2024-06-30,previous scrape,Room in upscale area of Oslo.,5173490.0,2013-02-21,81.0,t,3.0,3.0,"['email', 'phone']",Frogner,59.91946,10.70101,Private room,1.0,1.4,2083.8,30.0,200.0,0.0,1.0,1.0,28.0,140.0,6.0,1.0,f,3.0,1.0,2.0,0.0,2013
1563835.0,20240629155744.0,2024-06-29,city scrape,Flat in upscale area of Oslo.,5173490.0,2013-02-21,81.0,t,3.0,3.0,"['email', 'phone']",Frogner,59.91924,10.70141,Entire home/apt,3.0,2.0,1143.0,7.0,25.0,28.0,58.0,88.0,88.0,11.0,0.0,0.0,f,3.0,1.0,2.0,0.0,2013
1580805.0,20240629155744.0,2024-06-29,city scrape,Family home - west Oslo,8408057.0,2013-08-26,0.0,f,1.0,5.0,"['email', 'phone']",Ullern,59.93037,10.68359,Entire home/apt,5.0,3.0,2000.0,14.0,30.0,21.0,32.0,33.0,47.0,6.0,1.0,0.0,f,1.0,1.0,0.0,0.0,2013
1621186.0,20240629155744.0,2024-06-29,city scrape,Quiet surroundings & free parking.,8623497.0,2013-09-04,0.0,f,1.0,1.0,"['email', 'phone']",Vestre Aker,59.94664,10.66241,Entire home/apt,4.0,1.0,990.0,4.0,40.0,0.0,0.0,27.0,117.0,41.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2013
1667115.0,20240629155744.0,2024-06-30,previous scrape,Lovely and central with balcony,135225.0,2010-05-30,60.0,f,1.0,2.0,"['email', 'phone', 'work_email']",St. Hanshaugen,59.9173025293078,10.751683039315692,Entire home/apt,4.0,2.0,2755.0,2.0,365.0,0.0,0.0,0.0,0.0,107.0,1.0,0.0,f,1.0,1.0,0.0,0.0,2010
1701229.0,20240629155744.0,2024-06-29,city scrape,Villa Mathildero- the most beautiful view in Oslo,8982596.0,2013-09-22,53.0,f,2.0,2.0,"['email', 'phone', 'work_email']",Nordstrand,59.85262,10.78533,Entire home/apt,12.0,5.0,12857.0,1.0,1125.0,30.0,41.0,64.0,330.0,1.0,0.0,0.0,f,2.0,2.0,0.0,0.0,2013
1703190.0,20240629155744.0,2024-06-30,city scrape,"Modern,central in the heart of Oslo",8991467.0,2013-09-22,0.0,f,1.0,1.0,"['email', 'phone']",Grünerløkka,59.92687,10.75489,Entire home/apt,2.0,1.0,1050.0,1.0,1125.0,0.0,0.0,0.0,180.0,1.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2013
1713078.0,20240629155744.0,2024-06-30,city scrape,Large Room in the heart of Oslo!,5703901.0,2013-03-31,33.0,f,3.0,3.0,"['email', 'phone', 'work_email']",St. Hanshaugen,59.91995,10.7487,Private room,2.0,1.0,5000.0,1.0,28.0,0.0,0.0,0.0,0.0,416.0,0.0,0.0,f,2.0,1.0,1.0,0.0,2013
1758270.0,20240629155744.0,2024-06-29,city scrape,Sentral leilighet i 4.etg.,9244892.0,2013-10-05,73.4,f,1.0,1.0,"['email', 'phone']",Gamle Oslo,59.90615401891308,10.782473162132945,Entire home/apt,2.0,1.0,1000.0,2.0,14.0,30.0,60.0,90.0,365.0,0.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2013
1758800.0,20240629155744.0,2024-06-29,city scrape,Spacious room in central loft apt.,8367162.0,2013-08-24,96.0,t,2.0,2.0,"['email', 'phone']",Gamle Oslo,59.90637,10.76852,Private room,3.0,1.0,1280.0,1.0,3.0,21.0,37.0,67.0,342.0,165.0,14.0,5.0,f,2.0,0.0,2.0,0.0,2013
1771222.0,20240629155744.0,2024-06-29,city scrape,Huge room - Vigeland Sculpturepark - Oslo,7121844.0,2013-06-26,100.0,t,2.0,2.0,"['email', 'phone', 'work_email']",Frogner,59.92005157470703,10.703656196594238,Private room,2.0,1.0,900.0,1.0,1125.0,16.0,31.0,50.0,301.0,387.0,62.0,0.0,t,2.0,0.0,2.0,0.0,2013
1804364.0,20240629155744.0,2024-06-29,city scrape,Central flat on Grünerløkka,9201252.0,2013-10-03,80.0,f,1.0,1.0,"['email', 'phone']",Grünerløkka,59.92597,10.75071,Entire home/apt,3.0,2.0,1334.0,3.0,30.0,11.0,14.0,14.0,18.0,34.0,7.0,1.0,f,1.0,1.0,0.0,0.0,2013
1808457.0,20240629155744.0,2024-06-29,city scrape,Cozy family friendly 4 rooms in quiet area in Oslo,7012964.0,2013-06-20,91.0,t,1.0,1.0,"['email', 'phone']",Gamle Oslo,59.90789,10.78413,Entire home/apt,8.0,3.0,2500.0,3.0,10.0,13.0,18.0,48.0,323.0,62.0,11.0,1.0,f,1.0,1.0,0.0,0.0,2013
1836731.0,20240629155744.0,2024-06-29,city scrape,"Beautiful and cosy, central oslo",1221776.0,2011-09-28,94.0,t,2.0,2.0,"['email', 'phone']",Sagene,59.93516,10.75439,Entire home/apt,2.0,1.0,1000.0,5.0,730.0,19.0,28.0,28.0,130.0,214.0,18.0,2.0,f,2.0,2.0,0.0,0.0,2011
1846637.0,20240629155744.0,2024-06-29,city scrape,Flat in an old red wooden house,9646593.0,2013-10-26,100.0,f,1.0,1.0,"['email', 'phone', 'work_email']",Vestre Aker,59.95616,10.69327,Entire home/apt,5.0,2.0,1486.0,2.0,1125.0,0.0,16.0,46.0,222.0,92.0,6.0,0.0,f,1.0,1.0,0.0,0.0,2013
1892682.0,20240629155744.0,2024-06-29,city scrape,"Sentralt rom, eget bad. 9 min fra sentralstasjonen",9837995.0,2013-11-05,98.0,t,2.0,2.0,['phone'],St. Hanshaugen,59.9164641,10.7511729,Private room,2.0,1.0,850.0,1.0,30.0,6.0,15.0,20.0,21.0,101.0,94.0,14.0,f,2.0,1.0,1.0,0.0,2013
1915723.0,20240629155744.0,2024-06-30,previous scrape,"Comfortable, spacious and homely apartment!",9935417.0,2013-11-11,100.0,f,1.0,1.0,"['email', 'phone']",Gamle Oslo,59.91113,10.77541,Entire home/apt,2.0,1.0,1644.4,2.0,30.0,0.0,0.0,0.0,0.0,61.0,6.0,0.0,f,1.0,1.0,0.0,0.0,2013
1969573.0,20240629155744.0,2024-06-29,city scrape,Beautiful Upper Westside Apartment,1585650.0,2012-01-09,100.0,f,2.0,3.0,"['email', 'phone']",Frogner,59.91955,10.70902,Entire home/apt,4.0,1.0,950.0,3.0,1125.0,17.0,30.0,57.0,312.0,379.0,16.0,0.0,f,1.0,1.0,0.0,0.0,2012
1995063.0,20240629155744.0,2024-06-30,city scrape,Townhouse-følelse midt i Oslo!,10283168.0,2013-11-26,47.0,f,1.0,1.0,"['email', 'phone']",St. Hanshaugen,59.92436,10.74756,Entire home/apt,4.0,2.0,1400.0,2.0,365.0,4.0,6.0,32.0,305.0,5.0,5.0,0.0,f,1.0,1.0,0.0,0.0,2013
1999509.0,20240629155744.0,2024-06-30,city scrape,Cozy central - Grünerløkka,10300607.0,2013-11-27,33.0,f,2.0,2.0,"['email', 'phone']",Grünerløkka,59.92662,10.75842,Private room,2.0,1.0,1500.0,2.0,1125.0,28.0,58.0,88.0,363.0,41.0,0.0,0.0,f,2.0,1.0,1.0,0.0,2013
2030220.0,20240629155744.0,2024-06-30,city scrape,Charming Torshov apartment,10425631.0,2013-12-04,34.0,f,1.0,1.0,"['email', 'phone']",Grünerløkka,59.93103,10.7655,Entire home/apt,2.0,1.0,929.0,1.0,1125.0,20.0,30.0,49.0,229.0,7.0,7.0,0.0,f,1.0,1.0,0.0,0.0,2013
2056067.0,20240629155744.0,2024-06-29,city scrape,Spectacular view - Aker Brygge Oslo,10511777.0,2013-12-08,92.0,t,1.0,2.0,"['email', 'phone', 'work_email']",Frogner,59.90935,10.72583,Entire home/apt,4.0,1.0,2146.0,3.0,180.0,10.0,23.0,23.0,23.0,37.0,26.0,7.0,f,1.0,1.0,0.0,0.0,2013
2159013.0,20240629155744.0,2024-06-30,city scrape,New two bedroom topfloor with awesome view!,2490919.0,2012-05-29,90.4,f,1.0,1.0,"['email', 'phone', 'work_email']",Gamle Oslo,59.9103,10.77828,Entire home/apt,5.0,2.0,13000.0,4.0,30.0,30.0,60.0,90.0,90.0,56.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2012
2162244.0,20240629155744.0,2024-06-30,city scrape,"CENTRAL, SPACIOUS, NEWLY RENOVATED, 2 BR APT",6890199.0,2013-06-13,91.2,f,1.0,4.0,"['email', 'phone']",St. Hanshaugen,59.92577189999999,10.7382014,Entire home/apt,4.0,2.0,2821.0,7.0,30.0,23.0,53.0,83.0,83.0,2.0,0.0,0.0,f,1.0,1.0,0.0,0.0,2013
