id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1162358757080545570,Koselig rekkehus,579053505,Elisabeth Eugenie,,Østensjø,59.88518679999999,10.8442141,Entire home/apt,1399,2,1,2024-06-27,1,1,47,1,
1162386758043584365,Koselig leilighet over to etasjer i hageby,9612671,Simon,,St. Hanshaugen,59.9341381,10.7411602,Entire home/apt,1520,4,0,,,1,32,0,
1162406762584333093,Urban easy outdoor/indoor living,579055433,Benjamin Åshaug,,Gamle Oslo,59.91848953267413,10.790856443345547,Entire home/apt,,30,3,2024-06-19,3,1,2,3,
1162414527689938504,Cozy central apartment,410971101,Cornelia,,Sagene,59.934377702249606,10.765531931243931,Entire home/apt,860,1,3,2024-06-14,3,1,245,3,
1162424177162906716,Moderne leilighet på løren,179224708,Milot,,Bjerke,59.9339674266138,10.802750100275631,Entire home/apt,1000,4,0,,,1,53,0,
1162424802182958291,Liten leilighet med egen hage,291377193,Carina,,Østensjø,59.899899351966496,10.811523873710147,Private room,1040,1,0,,,1,269,0,
1162436358916257607,"Central, modern flat in Oslo",275290698,Enis,,Frogner,59.92677,10.72349,Entire home/apt,1914,2,0,,,1,193,0,
1162455698592306487,Single room 12 min. from center!,133121178,Katarzyna,,Søndre Nordstrand,59.83312,10.79433,Private room,380,1,0,,,3,167,0,
1162565990269393571,Cozy apartment in Torshov,125040999,Karoline,,Sagene,59.93218309999999,10.7683752,Entire home/apt,,2,3,2024-06-28,3,1,0,3,
1162650492225351169,Nordstrand Valley,579137233,Christian,,Nordstrand,59.85763719999999,10.8175447,Private room,366,3,0,,,1,212,0,
1162767874936352443,Studioleilighet sentralt i Oslo,546367447,Frida,,Sagene,59.94481722697203,10.757363184180756,Entire home/apt,850,1,2,2024-06-23,2,1,254,2,
1162799098230215318,Chic Apartment in Downtown Oslo,11156326,Samina Vabo,,St. Hanshaugen,59.92129,10.74185,Entire home/apt,2143,2,0,,,1,353,0,
1162823136254472343,Koselig leilighet i Gamlebyen,106309039,Olga,,Gamle Oslo,59.90139,10.76476,Entire home/apt,1307,2,2,2024-06-24,2,1,1,2,
1162826969687072238,OsloShare Central #3,10581063,Adrian,,Gamle Oslo,59.91297,10.76684,Private room,4324,1,2,2024-06-08,2,4,259,2,
1162839363579429548,Beautiful and central apartment,33013691,Per Otto,,Gamle Oslo,59.91347,10.76024,Entire home/apt,1832,2,1,2024-06-28,1,1,237,1,
1162848624189181898,Leilighet i Gamle Oslo,97718171,Kari,,Gamle Oslo,59.91314691471188,10.769848069818837,Entire home/apt,1600,1,0,,,1,51,0,
1162854928354990442,Flott leilighet på Bislett,340673355,Sebastian,,St. Hanshaugen,59.92263332265375,10.73646001163941,Entire home/apt,2429,1,0,,,1,45,0,
1162867307619592007,Flott leilighet m/hage+balkong,27520389,Lene,,Bjerke,59.94020871232896,10.803256980166104,Entire home/apt,1290,3,0,,,1,70,0,
1162868141802134776,Apartment near Nature and Metro,521933490,Bjørn,,Gamle Oslo,59.91981139387229,10.798307619988918,Entire home/apt,1200,1,0,,,1,8,0,
1162922034573266886,Family home for climate friends,78758490,Mirjam Shirin,,Alna,59.93062500972544,10.879406203732023,Entire home/apt,630,3,0,,,2,72,0,
1162933179711230591,Leilighet på Storo,564274935,Aurora,,Sagene,59.943160050010825,10.778226408225734,Entire home/apt,1190,2,0,,,1,197,0,
1162942238244657243,A room for a climate friend,78758490,Mirjam Shirin,,Alna,59.93248,10.87803,Private room,375,1,9,2024-06-23,7.71,2,136,9,
1163083370626850934,Toppleilighet på Majorstuen,189788972,Benjamin,,Frogner,59.927135574741285,10.719496463755517,Private room,1140,1,0,,,1,4,0,
1163087734007603669,Smykke på Frogner / skillebekk,107232361,Maryam,,Frogner,59.9132393201385,10.707250815344253,Entire home/apt,3800,2,4,2024-06-21,4,1,69,4,
1163090315162230290,Familieidyll på Gaustad uke 29-30-31 / Norway cup,50636958,Merete,,Nordre Aker,59.9553141238204,10.72379280422973,Entire home/apt,2200,1,0,,,1,281,0,
1163093779745902980,Moderne leilighet på Frogner,442011904,Frida,,Frogner,59.91890050000001,10.7053413,Entire home/apt,953,2,0,,,1,249,0,
1163108813056420069,Koselig rom på Ammerud,11907760,Anne-Kathrine,,Grorud,59.96380329999999,10.877473,Private room,650,1,1,2024-06-28,1,1,178,1,
1163115274591657782,Family home next to Ekebergsletta,7225772,Karianne,,Nordstrand,59.89790240000001,10.7760947,Entire home/apt,4000,1,0,,,1,10,0,
1163123925604707554,Tonsen botaniske,145084843,Lisa,,Bjerke,59.9449466,10.8247086,Entire home/apt,763,2,0,,,1,148,0,
1163130360399278757,Apartment with a view over Oslo,10335336,Ane Margrete,,Gamle Oslo,59.90034532086571,10.781196467578411,Entire home/apt,1236,2,0,,,1,2,0,
1163139065435275188,Toppleilighet m/priv takterrasse,567742891,Ivar,,Frogner,59.91831632896362,10.702471187872101,Entire home/apt,2560,3,0,,,1,37,0,
1163142028753323953,Toppleilighet med balkong,119092462,Noah,,Frogner,59.92967009999999,10.7214858,Entire home/apt,2999,2,0,,,1,269,0,
1163144249103317659,Charming city home by the park,30691008,My,,Gamle Oslo,59.91495171880865,10.779681512805768,Entire home/apt,1257,1,4,2024-06-18,4,1,159,4,
1163165609674623417,"Idylliske Ullevål Hageby, en grønn lunge.",137623048,Beate,,Nordre Aker,59.94043310042289,10.73195660978889,Entire home/apt,1800,1,0,,,1,72,0,
1163213825963001294,Sentral leilighet på Fredensborg,530003481,Simen,,St. Hanshaugen,59.91890109150114,10.746432646418747,Entire home/apt,1200,4,0,,,1,40,0,
1163362967308538359,Tjuvholmen Apartment - Oslo,503717238,Geir,,Frogner,59.9077849,10.7207221,Entire home/apt,,3,0,,,1,0,0,
1163563197096027919,Sentral leilighet St. Hanshaugen,145846517,Alexander,,St. Hanshaugen,59.928128786840546,10.743444314018827,Entire home/apt,1800,2,1,2024-06-17,1,1,85,1,
1163578789582973771,Leilighet i bydel Grünerløkka,53587352,Marianne,,Grünerløkka,59.9312214,10.7824003,Entire home/apt,1191,3,0,,,1,35,0,
1163595515711609192,Koselig liten leilighet,72664144,Trym,,Frogner,59.9265139,10.7180496,Entire home/apt,,3,0,,,1,0,0,
1163652197816016652,One bedroom flat,48241601,Helene,,Østensjø,59.90163090216507,10.846105258436253,Entire home/apt,800,4,0,,,1,18,0,
1163696574599285584,Large 2 bedroom apartment,98022652,Morgan,,Frogner,59.91674,10.71191,Entire home/apt,1600,4,0,,,4,255,0,
1163696814433806298,Single studio in downtown Oslo,572749643,Forenom,,Frogner,59.9159112,10.7214551,Entire home/apt,1354,1,0,,,3,354,0,
1163702467108207529,Moderne leilighet på Kjelsås,22898603,Jostein,,Nordre Aker,59.96331270479218,10.779321268200874,Entire home/apt,750,3,1,2024-06-16,1,1,40,1,
1163733496692355840,Cozy 1-Bedroom apartment,579402720,Dominika,,Sagene,59.92908380000001,10.7533154,Entire home/apt,1000,1,0,,,1,238,0,
1163777676116947053,Super leilighet sentralt i Oslo,29524292,Ann-Christin,,St. Hanshaugen,59.9163,10.7551402,Entire home/apt,1760,2,0,,,2,53,0,
1163818857733434015,Apartment with amazing view,7679628,Malin,,Grünerløkka,59.92813,10.77987,Entire home/apt,900,3,0,,,2,150,0,
1163941675077358535,iDEAL DoWNTOWN COZY MoDERN,242663071,Alex,,Gamle Oslo,59.9179115,10.7618857,Private room,915,7,0,,,17,254,0,
1164237307732671763,Charming 1800s Apt w/ Fireplace,62221877,Finn Sigurd,,Grünerløkka,59.92014925293594,10.767057254631029,Entire home/apt,1150,2,5,2024-06-29,4.55,1,102,5,
1164256696199675480,Fresh leilighet på beste Løkka!,147203587,Thea,,Grünerløkka,59.92440238095847,10.75734056532383,Entire home/apt,1383,2,2,2024-06-09,2,1,14,2,
1164287232117701511,"Leilighet i Ullern, Oslo",140061177,Jakob,,Ullern,59.9267248,10.671797,Entire home/apt,1269,2,0,,,1,35,0,
1164287426837017149,Cozy Studio in Central Oslo,528976140,Håvard,,Gamle Oslo,59.91168580000001,10.7654345,Entire home/apt,,7,0,,,2,0,0,
1164294370031690803,Leilighet mitt på Grunerløkka,276911093,Mari,,Grünerløkka,59.92730717554008,10.763181410729885,Entire home/apt,980,1,1,2024-06-22,1,1,5,1,
1164312088514946922,Spacious apartment with 2 floors in central Oslo,42023688,Asieh,,Grünerløkka,59.917170472198045,10.760848559439182,Entire home/apt,1750,3,0,,,1,25,0,
1164314392250650129,Stilfull 4 roms toppleilighet,172381681,Merete,,Ullern,59.9224272,10.681364,Entire home/apt,1441,2,1,2024-06-29,1,1,84,1,
1164365170206739592,Lys 2-roms med solrik terrasse!,579548443,Morten,,Ullern,59.92349,10.67227,Entire home/apt,1700,1,3,2024-06-13,3,1,267,3,
1164435984434151416,Penthouse with 70 sqm terrace,25928463,Maria,,Grünerløkka,59.93189862434225,10.79221007757245,Entire home/apt,5000,2,0,,,1,267,0,
1164441225958772562,Koselig leilighet på Sagene,33755928,Hanna,,Sagene,59.93593081141043,10.754853151738644,Entire home/apt,1071,2,1,2024-06-02,1,1,25,1,
1164459160479578058,Central apartment  in Oslo,6571100,Øystein,,Gamle Oslo,59.91357348032826,10.769960624773761,Entire home/apt,1050,2,0,,,1,37,0,
1164500469224999510,Elegant apartment with a central location in Oslo,237861908,Agneta,,Sentrum,59.919925316801034,10.729258684018317,Entire home/apt,1000,3,3,2024-06-24,3,5,206,3,
1164516284373361877,Leilighet på Torshov,107970041,Cecilie,,Sagene,59.93437,10.76503,Entire home/apt,936,3,0,,,1,29,0,
1164546549560682899,Lys og fin leilighet på Torshov,67290351,Håvard,,Sagene,59.93501509999999,10.7644482,Entire home/apt,920,10,0,,,1,241,0,
1164557980654302071,"Koselig, luftig og lys leilighet",579605282,Hanne,,St. Hanshaugen,59.93360669999999,10.7320864,Entire home/apt,990,2,1,2024-06-02,1,1,20,1,
1164626350331614577,Romslig ved Akerselva i Nydalen,37379207,Marie,,Sagene,59.94560203981706,10.767711326479912,Entire home/apt,2000,4,0,,,1,22,0,
1164825290522809283,Leilighet i koselig bygård på Grūnerløkka!,119795109,Mari,,Grünerløkka,59.920812140677725,10.765719250144691,Entire home/apt,1125,2,3,2024-06-26,3,1,241,3,
1164920808116740698,Rekkehus med flott utsikt,44105135,Britt,,Vestre Aker,59.9760995,10.6458622,Entire home/apt,900,3,0,,,1,57,0,
1164985643926748707,Relaxing & charming at Kampen,23589759,Stine,,Gamle Oslo,59.91183919816803,10.78680277354124,Entire home/apt,1200,2,2,2024-06-16,2,1,31,2,
1165014017532408796,Ny og eksklusiv leilighet,560269236,Stian Frogner,,Vestre Aker,59.940035913677164,10.651095248758793,Entire home/apt,1840,3,0,,,1,25,0,
1165031514205762526,20 square meter studio for 1,450573999,Aaron,,Gamle Oslo,59.9132329,10.7794885,Entire home/apt,660,5,0,,,1,59,0,
1165048850894857845,Luxury Central Oslo Apartment,519782678,Maren,,Frogner,59.91274,10.72419,Entire home/apt,3400,5,0,,,1,117,0,
1165051230005011571,Classic apartment at Frogner,62723686,Håkon,,Frogner,59.92318155468807,10.716910487890855,Entire home/apt,2200,1,0,,,1,28,0,
1165084229309563235,Spacious apartment in Torshov,28867484,Mads,,Sagene,59.93832,10.76767,Entire home/apt,1320,3,0,,,1,17,0,
1165094491497159949,Stor og lys leilighet i hus,236104425,Ole Christian,,Ullern,59.9304,10.6665,Entire home/apt,3040,2,0,,,1,55,0,
1165110986580914645,Apartment in the heart of Oslo,65919452,Rikke,,St. Hanshaugen,59.919168804124325,10.748586468999664,Entire home/apt,2571,2,3,2024-06-27,3,2,351,3,
1165143590494917747,Stor frontleilighet på Sørenga.,579732944,Kurt Otto,,Gamle Oslo,59.90388,10.7565,Entire home/apt,3600,7,0,,,1,269,0,
1165167009544946054,2 bedroom flat in Slemdal. Nicely refurbished,64666452,Mads,,Vestre Aker,59.95556,10.70523,Entire home/apt,950,5,1,2024-06-02,1,1,204,1,
1165179524429057245,"Nyoppusset trendy leilighet på grunerløkka.
62kvm!",125721319,Juan,,Grünerløkka,59.919564703077754,10.762842446565628,Entire home/apt,1503,1,5,2024-06-27,5,1,270,5,
1165191859546589945,Leilighet på Grunerløkka,576955156,Aurora Ohrem,,Grünerløkka,59.9213,10.76723,Entire home/apt,1004,5,0,,,1,31,0,
1165222293485902951,Leilighet på Sofienberg,272405362,Martine,,Grünerløkka,59.92175703301886,10.771957944430286,Entire home/apt,1000,1,1,2024-06-15,1,1,69,1,
1165226731472640012,Sentral 2-roms m/ balkong,579763736,Helene,,Grünerløkka,59.92676500570723,10.751440040767193,Entire home/apt,,2,4,2024-06-29,4,1,2,4,
1165232033122572266,Sunset Slope Apartment,175597762,Sindre,,Gamle Oslo,59.90182299999999,10.7929586,Entire home/apt,1400,2,0,,,2,13,0,
1165233313581615312,Cosy flat in trendy area of Oslo,539960333,Wenche Yoon,,Gamle Oslo,59.91778343020362,10.765486522235609,Entire home/apt,850,2,1,2024-06-10,1,1,41,1,
1165267379884652651,Apartment in Grünerløkka,355536974,Marco,,St. Hanshaugen,59.91673688064685,10.7536206766963,Entire home/apt,1633,2,0,,,1,15,0,
1165271877942301691,Leilighet ved Østensjøvannet,527827220,Caroline,,Østensjø,59.90115549999999,10.8354109,Entire home/apt,1200,5,0,,,1,12,0,
1165329138563731463,Fantastisk leilighet på Torshov!,153149453,Magnus,,Sagene,59.936276566977895,10.764378378364379,Entire home/apt,1000,2,0,,,1,345,0,
1165333410163271309,Praktisk leilighet på Grønland/ Tøyen,291870672,Håvard,,Gamle Oslo,59.91365846154039,10.766592515344255,Entire home/apt,1900,2,0,,,1,42,0,
1165333712383967398,Leilighet ved Sognsvann og marka,114369608,Mats,,Nordre Aker,59.96513,10.73765,Entire home/apt,783,14,0,,,1,228,0,
1165339293390409969,Oslo-drøm for barnefamilier!,579770515,Kaja,,St. Hanshaugen,59.928733689274075,10.748106390237808,Entire home/apt,1943,1,0,,,1,183,0,
1165346883888731392,Vakker toppleilighet i Gamlebyen,226712040,Nicoline Marie,,Gamle Oslo,59.90601821129786,10.776330008052234,Entire home/apt,1714,1,0,,,1,257,0,
1165655980504554791,Separat del av generasjonsbolig.,41139052,Anya,,Vestre Aker,59.93560325767347,10.709622246439439,Entire home/apt,2300,1,0,,,1,129,0,
1165698238289466570,Lys leilighet i hjertet av Oslo,358227418,Dina,,Frogner,59.91955,10.73203,Entire home/apt,1180,2,0,,,1,17,0,
1165757344160088866,Cozy apartment close to the city center,7656699,Amanda,,Sagene,59.93669451066133,10.770260269311516,Entire home/apt,1000,1,0,,,1,80,0,
1165760680569440932,Seaside 3,58865973,Kevin,,Gamle Oslo,59.90173,10.75167,Entire home/apt,3200,1,0,,,17,265,0,
1165767990889711014,Cozy getaway in heart of Oslo,30525531,René,,St. Hanshaugen,59.918352736659585,10.746399499475956,Entire home/apt,1457,2,1,2024-06-14,1,1,263,1,
1165770849495221397,Waterfront 3,58865973,Kevin,,Gamle Oslo,59.90331,10.75555,Entire home/apt,3400,1,1,2024-06-22,1,17,259,1,
1165789689626495490,Egen hybel i Oslo,527401410,Ramla,,Alna,59.944639195906205,10.890477038919926,Entire home/apt,800,1,0,,,5,207,0,
1165791721574346911,Studio for 2 in Oslo Nobel,572749643,Forenom,,Frogner,59.9159112,10.7214551,Entire home/apt,1622,1,0,,,3,362,0,
1165808819502232508,Studio Apartment in Oslo,202139066,Frasit,,Alna,59.94361,10.8882,Entire home/apt,600,1,0,,,1,89,0,
1165868208910873134,"Strøken 3-roms, solfylt terasse",2893337,Magni,,Grünerløkka,59.9285923,10.7926475,Entire home/apt,988,5,0,,,2,8,0,
1165889547687020521,Perle i Oslo sentrum,62789216,Clarice,,Gamle Oslo,59.91484858471574,10.768547932747525,Entire home/apt,1800,3,0,,,1,30,0,
1165905716374385447,Central and modern apt close to Bjørvika,509150095,Mads,,Gamle Oslo,59.9016,10.77317,Entire home/apt,943,3,1,2024-06-24,1,1,9,1,
1165914898379946569,Tre-roms med balkong på Torshov!,31849241,Stine,,Sagene,59.93645105223733,10.760095466086401,Entire home/apt,1000,4,0,,,1,25,0,
1165933981383071888,Toppleilighet med utsikt,531474352,Casandra,,Grünerløkka,59.91478,10.75673,Entire home/apt,1786,1,0,,,1,255,0,
1165954707755267753,"3 roms leilighet, Oslo Sentrum",217775053,Håkon,,St. Hanshaugen,59.9293243,10.7499654,Entire home/apt,1690,2,2,2024-06-22,2,1,148,2,
1165955707226141248,"Comfortable, central apartment w/garden and garage",87752214,Hege,,St. Hanshaugen,59.93077,10.72831,Entire home/apt,2064,4,1,2024-06-23,1,1,17,1,
1165963859408613617,Naturperle ved Østmarka,19609271,Petter,,Østensjø,59.879365640574534,10.854611627149204,Entire home/apt,1000,1,0,,,1,217,0,
1165982726595093995,Bolig på Ullern leies ut,579971307,Sonja Marie,,Ullern,59.93072170921721,10.639287033187996,Entire home/apt,1413,3,0,,,1,16,0,
1165984462372088701,"Lekkert hus, nylig rennovert med idyllisk hage",30254275,Marius,,Nordstrand,59.8729582,10.8040371,Entire home/apt,2720,2,0,,,1,164,0,
1166003919954930234,"Koselig leilighet, sentrumsnært",58978005,Ajja,,Østensjø,59.8959504,10.8402,Entire home/apt,1100,1,0,,,1,211,0,
1166022608075119985,Oslo with a view! 53 SQM roofterrace,117420929,Synne Andrea Haukner,,Grünerløkka,59.92132451968468,10.751677003704824,Entire home/apt,3440,4,0,,,1,31,0,
1166061444593376009,Leilighet på Torshov,18183811,Ådne,,Sagene,59.93570255943452,10.775502137839794,Entire home/apt,800,2,1,2024-06-16,1,1,16,1,
1166074905271665646,Centric right by Hallénparken,58058151,Maribel,,Grünerløkka,59.93177812532768,10.76294693963692,Entire home/apt,927,3,2,2024-06-28,2,1,167,2,
1166111806259972388,Cosy apartment in beautiful Oslo area,68968160,Théophile,,Sagene,59.934204985868824,10.767218413393033,Entire home/apt,920,2,2,2024-06-28,2,1,32,2,
1166308629117392241,"Eksklusiv, stor leilighet sentralt på Majorstuen",111757746,Maria,,Frogner,59.92870881633576,10.725342147052288,Entire home/apt,4000,4,0,,,1,69,0,
1166366089218273183,Koselig rom på Nordstrand,43984563,Jørgen,,Nordstrand,59.8619743492138,10.795551698739542,Private room,998,1,0,,,2,243,0,
1166408620551172193,Villa Nikkesmelle,461985976,Eric,,Nordstrand,59.86351570000001,10.7539321,Entire home/apt,16000,1,0,,,7,269,0,
1166450095403946139,Crown Manor,461985976,Eric,,Frogner,59.91998439999999,10.7225597,Entire home/apt,20000,1,0,,,7,249,0,
1166452625403337564,Apartment near Oslo City Center,173526226,Simen,,St. Hanshaugen,59.91714,10.74697,Entire home/apt,1086,3,3,2024-06-23,3,1,32,3,
1166480499844371639,Leilighet på St. Hanshaugen,151523817,Sine,,St. Hanshaugen,59.92493,10.74393,Entire home/apt,1300,3,0,,,1,18,0,
1166538075029800533,One Bedroom for 4 in Oslo Nobel,572749643,Forenom,,Frogner,59.9159112,10.7214551,Entire home/apt,1756,1,0,,,3,318,0,
1166540693872460444,Apartment in Ammerud,32158836,Hayder Mahdi,,Grorud,59.9626947,10.8756386,Entire home/apt,900,2,0,,,1,34,0,
1166546489476106554,"Unique flat in Frogner, Oslo",87964716,Andrea,,Frogner,59.917922298512025,10.710480399959545,Entire home/apt,1190,3,0,,,1,87,0,
1166578348001667352,Fantastisk enebolig på Vinderen,19721433,Leiren,,Vestre Aker,59.94829720000001,10.6996143,Entire home/apt,3360,1,0,,,1,269,0,
1166603318166271227,Lys loftsleilighet på Majorstuen,75959096,Susanne,,Frogner,59.92711765846579,10.724889524281025,Entire home/apt,1100,5,1,2024-06-12,1,1,65,1,
1166621043492655281,Cozy room and spacious apartment,114518541,Akshay,,Grünerløkka,59.92177,10.76755,Private room,604,1,1,2024-06-27,1,1,303,1,
1166635262856900916,Nydelig leilighet på Bestum,125833198,Valdete,,Ullern,59.91979021895174,10.665987096355488,Entire home/apt,1350,3,0,,,1,62,0,
1166638022111001777,Hyggelig leilighet. Sentralt.,137692007,Sebastian,,St. Hanshaugen,59.9339796,10.7286432,Entire home/apt,1563,1,0,,,1,269,0,
1166661302899065551,Fin leilighet på Nydalen,115824046,Øivind,,Sagene,59.94870967998048,10.774698231177068,Entire home/apt,20000,1,0,,,2,270,0,
1166662179074527870,Koselige Lillebergsvingen,578784666,Cathrine,,Gamle Oslo,59.919610996769975,10.800850408926763,Entire home/apt,900,1,3,2024-06-24,3,1,193,3,
1166663553234980746,Skjult perle - fantastisk sommerleilighet,80392754,Cathrine,,Grünerløkka,59.92699652522176,10.756254030688485,Entire home/apt,1319,4,0,,,1,269,0,
1166673720301392630,3-roms på skjønne Torshov,324267717,Vilde Østerholt,,Sagene,59.93411,10.76341,Entire home/apt,1000,6,0,,,1,197,0,
1166693267978826634,Unik Enebolig Sentralt i Oslo,339182179,Martin,,Grünerløkka,59.9249,10.77211,Entire home/apt,7000,3,0,,,1,329,0,
1166698415477852771,Rom Fredensborg/Grünerløkka,128762361,Jonas Amandus,,Grünerløkka,59.9203214,10.7500337,Private room,666,1,4,2024-06-24,4,1,14,4,
1166701827563262647,Fantastisk leilighet midt i Oslo sentrum!,81504222,Elizaveta,,Frogner,59.91439880000001,10.7216702,Entire home/apt,947,1,4,2024-06-20,4,1,48,4,
1166707010820356193,Urban loftsleilighet med balkong,88546713,Lina,,Sagene,59.93590322389951,10.7744369873076,Entire home/apt,2000,2,0,,,1,18,0,
1166719366113922610,Fredelig i hjertet av Oslo,237214422,Julia,,St. Hanshaugen,59.924819566094975,10.742761988885498,Entire home/apt,1157,4,0,,,1,17,0,
1166731647853454298,Hyggelig og sentral leilighet på Grünerløkka,173952038,Karla Suzanne,,Grünerløkka,59.92768889544625,10.765932319049062,Entire home/apt,,2,1,2024-06-27,1,1,1,1,
1166734272108351225,"Treroms leilighet med utsikt, nær T-bane og butikk",495301915,Marthe Gjerde,,Grorud,59.9660822,10.8960484,Entire home/apt,1200,1,0,,,1,94,0,
1166739717483961774,Central and quiet room in a super area!,41229282,Christoffer,,Ullern,59.934776885277294,10.664788330506129,Private room,1150,3,0,,,2,268,0,
1166742545376351957,Pen leilighet i hjerte av Oslo!,3120069,Mansoor,,Gamle Oslo,59.91791,10.76043,Entire home/apt,1700,1,0,,,1,127,0,
1166744505114166629,Cozy room only for girls,2057412,Jadranka,,Alna,59.9261178,10.8646211,Private room,400,2,2,2024-06-06,2,1,22,2,
1166753878524221447,3-roms leil i Oslo,131724185,Maren,,Gamle Oslo,59.9080945,10.7686895,Entire home/apt,1814,1,0,,,1,271,0,
1166775779574879446,Leilighet øverst på Torshov,413684217,Sondre Strande,,Sagene,59.93715912017178,10.777842891851357,Entire home/apt,1393,1,1,2024-06-27,1,1,357,1,
1166795524371018182,Romslig leilighet i sentrum,143526740,Cathrine,,St. Hanshaugen,59.91602371190207,10.750155144887046,Entire home/apt,1971,1,0,,,1,61,0,
1166923933951276966,Grünerløkka - Sjarmerende 3-roms,305328814,Maria,,Grünerløkka,59.9230339336162,10.759512959116133,Entire home/apt,1984,2,0,,,1,30,0,
1167119382106818216,800m from Oslo Central Station | Easy check-in,436737499,Dinbnb,,St. Hanshaugen,59.91846059999999,10.7487772,Entire home/apt,2513,1,0,,,9,53,0,
1167227214687593016,Cozy and Spacious Apartment.,149126976,Emmanuel,,Gamle Oslo,59.91815,10.76084,Private room,999,1,3,2024-06-09,3,1,270,3,
1167239927477520063,Rent in central Oslo,230071503,Jurgita,,Frogner,59.91959,10.70216,Entire home/apt,1111,2,0,,,1,62,0,
1167242819259718274,Leilighet sentralt på grunerløkka,264769857,Hedda,,Grünerløkka,59.92905895678619,10.770181976258755,Entire home/apt,800,1,0,,,1,229,0,
1167242989088168259,Leilighet i bydel Sagene,41151090,Martine,,Sagene,59.93837,10.75794,Entire home/apt,1000,3,0,,,1,41,0,
1167260192200341912,Top Floor Apartment with Balcony at Rodeløkka,183672691,Mikkel,,Grünerløkka,59.9267192,10.773228,Entire home/apt,1223,2,1,2024-06-12,1,1,199,1,
1167262114797738496,Bo sentralt på Grunerløkka,116247282,Sofie Hoftun,,Grünerløkka,59.92767,10.75954,Entire home/apt,1300,2,1,2024-06-16,1,1,254,1,
1167349992879720453,Lindeberglia,580340142,Dilan,,Alna,59.93145,10.87417,Entire home/apt,1440,1,0,,,1,268,0,
1167356016794003437,Fabrikkleiligheten,141108744,Sandra,,Grünerløkka,59.92438,10.76568,Entire home/apt,1829,3,0,,,1,30,0,
1167377755217664126,Klassisk og stilren treroms,580351972,Håkon,,Sagene,59.93637520828634,10.766643785853955,Entire home/apt,1500,2,0,,,1,146,0,
1167388386036694530,"Charming cottagestyle house w garden, Oslo",580355963,Sissel Helene,,Gamle Oslo,59.90231,10.79381,Entire home/apt,2080,3,0,,,2,75,0,
1167404029346592110,Cozy studio in the heart of Oslo,357684597,Lucas,,St. Hanshaugen,59.91938,10.7385,Entire home/apt,900,4,1,2024-06-09,1,1,363,1,
1167442455557994082,Koselig og lys leilighet,269981718,Nina,,St. Hanshaugen,59.93446259155474,10.742806392930316,Entire home/apt,1400,1,1,2024-06-17,1,1,27,1,
1167474916043459326,Modern Penthouse by Ensjø Metro,80933533,Thomas,,Gamle Oslo,59.9175,10.78491,Entire home/apt,1740,2,0,,,1,251,0,
1167482742133471304,Fresh and modern appartment Oslo,580104564,Arina,,Gamle Oslo,59.91648,10.78467,Entire home/apt,1023,5,2,2024-06-23,2,1,3,2,
1167526565744140379,"Moderne  leilighet,sentralt,Oslo",580406201,Mohamed,,Grünerløkka,59.928401295161635,10.752265566354213,Entire home/apt,1171,2,6,2024-06-28,6,1,50,6,
1167571748222104423,Cosy Homefeel Apartment with Easy Airport Access,580418895,Jens,,Grünerløkka,59.92733649296961,10.77366187328728,Entire home/apt,1143,2,3,2024-06-17,3,1,40,3,
1167809618510805620,Koselig leilighet med supersentral beliggenhet,145049670,Christine,,Frogner,59.925505946041724,10.715053648027418,Entire home/apt,1100,3,0,,,1,78,0,
1167827586078669430,Godt innredet hus,49339390,Jonas,,Alna,59.94701,10.89224,Entire home/apt,2357,1,1,2024-06-24,1,12,63,1,
1167865940254586968,Superb apartment by Opera house,482607873,Samuel Gregory,,Gamle Oslo,59.909085483202325,10.757176199061677,Entire home/apt,3500,1,0,,,4,188,0,
1167873072914489633,Leilighet i Gamlebyen,129301674,Hege,,Gamle Oslo,59.908450296978316,10.767785892858782,Entire home/apt,1800,5,2,2024-06-14,2,1,98,2,
1167880296732990117,Fin 3-romsleilighet ved Storo,81839322,Arthur,,Nordre Aker,59.94186357840574,10.783675499260426,Entire home/apt,1350,1,0,,,1,12,0,
1167904257196082369,One Bedroom for 2 in Oslo Munch,572752046,Forenom,,Gamle Oslo,59.90336,10.77173,Entire home/apt,1673,1,0,,,5,26,0,
1167925834872548161,Toppleilighet Grunerløkka,41188673,Fredrik,,Grünerløkka,59.92740365864813,10.761677375237445,Entire home/apt,1686,5,0,,,1,259,0,
1167965152081447635,Cozy apartment in Oslo,13015683,Linda,,Bjerke,59.92664,10.81134,Entire home/apt,613,1,0,,,5,26,0,
1167982119378556913,One Bedroom for 2 with Balcony in Oslo Munch,572752046,Forenom,,Gamle Oslo,59.90335589999999,10.7717273,Entire home/apt,1820,1,0,,,5,29,0,
1168001042665247687,Nytt rekkehus - sentralt i Oslo,24248920,Janne,,Nordre Aker,59.955021261347945,10.768256439864693,Entire home/apt,2943,3,0,,,1,28,0,
1168039490475791270,Two Bedroom for 3 with Balcony in Oslo Munch,572752046,Forenom,,Gamle Oslo,59.90335589999999,10.7717273,Entire home/apt,1960,1,0,,,5,0,0,
